transaction_id,date_time,risk_score,rules_triggered,ai_reasoning,data_used,action_taken,investigator_decision,final_outcome
TXN_901181,2026-09-18 12:10:41 UTC,0.0929,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.093),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 1.17, ""amount_in_usd"": 1.17}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_617444,2026-09-18 12:10:41 UTC,0.0507,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.051),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 143.12, ""amount_in_usd"": 143.12}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_906370,2026-09-18 12:10:41 UTC,0.0315,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.032),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 29.01, ""amount_in_usd"": 29.01}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_649358,2026-09-18 12:10:41 UTC,0.0126,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.013),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 14.23, ""amount_in_usd"": 14.23}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_369010,2026-09-18 12:10:41 UTC,0.0194,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.019),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 13.26, ""amount_in_usd"": 13.26}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_460555,2026-09-18 12:10:41 UTC,0.0498,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.050),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 46.28, ""amount_in_usd"": 46.28}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_270875,2026-09-18 12:10:41 UTC,0.0608,Weekend transaction; Late-night online purchase,Model finds this transaction low risk due to weekend timing (score 0.061),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 95.97, ""amount_in_usd"": 95.97}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_146907,2026-09-18 12:10:41 UTC,0.0488,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.049),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 105.9, ""amount_in_usd"": 105.9}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_892766,2026-09-18 12:10:41 UTC,0.0529,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.053),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 34.77, ""amount_in_usd"": 34.77}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_293969,2026-09-18 12:10:41 UTC,0.0111,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.011),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 85.89, ""amount_in_usd"": 85.89}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_519577,2026-09-18 12:10:41 UTC,0.0330,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 8.81, ""amount_in_usd"": 8.81}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_444493,2026-09-18 12:10:41 UTC,0.0208,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.021),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 35.5, ""amount_in_usd"": 35.5}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_789453,2026-09-18 12:10:41 UTC,0.0616,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.062),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 15.48, ""amount_in_usd"": 15.48}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_136710,2026-09-18 12:10:41 UTC,0.0255,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.025),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 8.96, ""amount_in_usd"": 8.96}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_426929,2026-09-18 12:10:41 UTC,0.0376,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.038),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 12.18, ""amount_in_usd"": 12.18}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_419093,2026-09-18 12:10:41 UTC,0.0583,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.058),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 23.99, ""amount_in_usd"": 23.99}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_290222,2026-09-18 12:10:41 UTC,0.0759,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.076),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 464.69, ""amount_in_usd"": 464.69}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_521567,2026-09-18 12:10:41 UTC,0.0229,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.023),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 7.97, ""amount_in_usd"": 7.97}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_942094,2026-09-18 12:10:41 UTC,0.0522,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.052),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 179.25, ""amount_in_usd"": 179.25}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_812138,2026-09-18 12:10:41 UTC,0.0229,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.023),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 11.66, ""amount_in_usd"": 11.66}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_970925,2026-09-18 12:10:41 UTC,0.0512,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.051),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 52.85, ""amount_in_usd"": 52.85}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_851266,2026-09-18 12:10:41 UTC,0.0537,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.054),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 181.84, ""amount_in_usd"": 181.84}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_549362,2026-09-18 12:10:41 UTC,0.0333,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 12.78, ""amount_in_usd"": 12.78}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_312167,2026-09-18 12:10:41 UTC,0.0650,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.065),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 102.13, ""amount_in_usd"": 102.13}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_263995,2026-09-18 12:10:41 UTC,0.0178,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.018),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 83.72, ""amount_in_usd"": 83.72}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_598139,2026-09-18 12:10:41 UTC,0.8646,"Unusual hour (night, outside 06:00-22:00); Weekend transaction; Late-night online purchase","Model strongly flags this transaction due to occurred at night, weekend timing (score 0.865)","{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 102.82, ""amount_in_usd"": 102.82}",Flagged for review,Pending review,Awaiting investigator
TXN_600117,2026-09-18 12:10:41 UTC,0.0519,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.052),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 42.19, ""amount_in_usd"": 42.19}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_352619,2026-09-18 12:10:41 UTC,0.0389,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.039),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 30.59, ""amount_in_usd"": 30.59}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_370231,2026-09-18 12:10:41 UTC,0.9704,"Unusual hour (night, outside 06:00-22:00); Online + international (typical fraud vector); Late-night online purchase","Model strongly flags this transaction due to occurred at night, online and international (score 0.970)","{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 2836.73, ""amount_in_usd"": 2836.73}",Flagged for review,Pending review,Awaiting investigator
TXN_121596,2026-09-18 12:10:41 UTC,0.1319,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.132),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 1114.62, ""amount_in_usd"": 1114.62}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_338847,2026-09-18 12:10:41 UTC,0.0568,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.057),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 97.27, ""amount_in_usd"": 97.27}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_232291,2026-09-18 12:10:41 UTC,0.0338,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.034),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 53.99, ""amount_in_usd"": 53.99}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_803275,2026-09-18 12:10:41 UTC,0.0389,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.039),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 18.33, ""amount_in_usd"": 18.33}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_827947,2026-09-18 12:10:41 UTC,0.0521,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.052),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 82.8, ""amount_in_usd"": 82.8}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_587380,2026-09-18 12:10:41 UTC,0.0804,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.080),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 61.5, ""amount_in_usd"": 61.5}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_864090,2026-09-18 12:10:41 UTC,0.0936,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.094),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 9.42, ""amount_in_usd"": 9.42}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_114122,2026-09-18 12:10:41 UTC,0.0941,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.094),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 6.37, ""amount_in_usd"": 6.37}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_484043,2026-09-18 12:10:41 UTC,0.0429,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.043),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 47.0, ""amount_in_usd"": 47.0}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_947606,2026-09-18 12:10:41 UTC,0.0321,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.032),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 111.96, ""amount_in_usd"": 111.96}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_426502,2026-09-18 12:10:41 UTC,0.0293,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.029),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 8.56, ""amount_in_usd"": 8.56}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_136278,2026-09-18 12:10:41 UTC,0.0326,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.033),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 18.21, ""amount_in_usd"": 18.21}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_334352,2026-09-18 12:10:41 UTC,0.0391,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.039),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 39.96, ""amount_in_usd"": 39.96}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_181369,2026-09-18 12:10:41 UTC,0.0437,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.044),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 12.92, ""amount_in_usd"": 12.92}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_766963,2026-09-18 12:10:41 UTC,0.0432,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.043),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 108.37, ""amount_in_usd"": 108.37}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_801633,2026-09-18 12:10:41 UTC,0.0651,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.065),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 17.03, ""amount_in_usd"": 17.03}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_422170,2026-09-18 12:10:41 UTC,0.0780,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.078),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 9.44, ""amount_in_usd"": 9.44}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_184402,2026-09-18 12:10:41 UTC,0.0276,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.028),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 65.96, ""amount_in_usd"": 65.96}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_835060,2026-09-18 12:10:41 UTC,0.0142,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.014),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 68.71, ""amount_in_usd"": 68.71}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_232528,2026-09-18 12:10:41 UTC,0.0405,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.041),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 116.2, ""amount_in_usd"": 116.2}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_292954,2026-09-18 12:10:41 UTC,0.0365,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.036),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 32.12, ""amount_in_usd"": 32.12}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_111794,2026-09-18 12:10:41 UTC,0.0211,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.021),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 12.33, ""amount_in_usd"": 12.33}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_280946,2026-09-18 12:10:41 UTC,0.0382,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.038),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 3.49, ""amount_in_usd"": 3.49}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_454953,2026-09-18 12:10:41 UTC,0.0498,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.050),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 6.47, ""amount_in_usd"": 6.47}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_962418,2026-09-18 12:10:41 UTC,0.0267,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.027),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 23.59, ""amount_in_usd"": 23.59}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_943211,2026-09-18 12:10:41 UTC,0.0687,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.069),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 63.81, ""amount_in_usd"": 63.81}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_188908,2026-09-18 12:10:41 UTC,0.0469,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.047),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 34.89, ""amount_in_usd"": 34.89}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_979268,2026-09-18 12:10:41 UTC,0.0310,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.031),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 89.11, ""amount_in_usd"": 89.11}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_559032,2026-09-18 12:10:41 UTC,0.0445,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.044),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 19.83, ""amount_in_usd"": 19.83}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_623398,2026-09-18 12:10:41 UTC,0.0173,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.017),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 90.62, ""amount_in_usd"": 90.62}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_877493,2026-09-18 12:10:41 UTC,0.0319,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.032),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 42.24, ""amount_in_usd"": 42.24}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_108356,2026-09-18 12:10:41 UTC,0.0328,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 13.01, ""amount_in_usd"": 13.01}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_242862,2026-09-18 12:10:41 UTC,0.0142,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.014),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 51.8, ""amount_in_usd"": 51.8}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_700191,2026-09-18 12:10:41 UTC,0.0982,"Unusual hour (night, outside 06:00-22:00); Late-night online purchase",Model finds this transaction low risk due to occurred at night (score 0.098),"{""source"": ""transactions_a.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 39.56, ""amount_in_usd"": 39.56}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_996810,2026-09-18 12:10:41 UTC,0.0243,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.024),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 12.53, ""amount_in_usd"": 12.53}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_533433,2026-09-18 12:10:41 UTC,0.0373,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.037),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 15.77, ""amount_in_usd"": 15.77}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_980653,2026-09-18 12:10:41 UTC,0.0286,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.029),"{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 103.19, ""amount_in_usd"": 103.19}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_727715,2026-09-18 12:10:41 UTC,0.0192,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.019),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 25.77, ""amount_in_usd"": 25.77}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_423115,2026-09-18 12:10:41 UTC,0.7394,"Unusual hour (night, outside 06:00-22:00); Online + international (typical fraud vector); Late-night online purchase","Model indicates elevated fraud risk due to occurred at night, online and international (score 0.739)","{""source"": ""transactions_a.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 16.25, ""amount_in_usd"": 16.25}",Flagged for review,Pending review,Awaiting investigator
TXN_819574,2026-09-18 12:10:41 UTC,0.9371,Weekend transaction; Online + international (typical fraud vector),"Model strongly flags this transaction due to online and international, weekend timing (score 0.937)","{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 1727.55, ""amount_in_usd"": 1727.55}",Flagged for review,Pending review,Awaiting investigator
TXN_370065,2026-09-18 12:10:41 UTC,0.1246,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.125),"{""source"": ""transactions_a.csv"", ""channel"": ""Branch"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 164.87, ""amount_in_usd"": 164.87}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_800848,2026-09-18 12:10:41 UTC,0.0321,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.032),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 45.37, ""amount_in_usd"": 45.37}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_457372,2026-09-18 12:10:41 UTC,0.1115,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.112),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 816.07, ""amount_in_usd"": 816.07}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_723449,2026-09-18 12:10:41 UTC,0.0553,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.055),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 15.1, ""amount_in_usd"": 15.1}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_519452,2026-09-18 12:10:41 UTC,0.0404,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.040),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 29.2, ""amount_in_usd"": 29.2}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_613603,2026-09-18 12:10:41 UTC,0.0358,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.036),"{""source"": ""transactions_a.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 18.49, ""amount_in_usd"": 18.49}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_617248,2026-09-18 12:10:41 UTC,0.0153,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.015),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 58.19, ""amount_in_usd"": 58.19}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_177748,2026-09-18 12:10:41 UTC,0.0155,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.015),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 25.81, ""amount_in_usd"": 25.81}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_894856,2026-09-18 12:10:41 UTC,0.0220,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.022),"{""source"": ""transactions_a.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 31.07, ""amount_in_usd"": 31.07}",No action (low risk cleared),Pending review,Awaiting investigator
